#key	id	repo	utc
comment:qwua7-52-storystore-interim-nudge	str-qwua7.52	shatter	2026-09-25T02:38:26.364045Z
comment:revalidate-reopen-note	str-kab3	shatter	2026-09-25T02:38:26.494994Z
comment:snapshot-diff-reopen-note	str-6k6.1	shatter	2026-09-25T02:38:26.626345Z
comment:diff-name-freed-note	str-81xiw	shatter	2026-09-25T02:38:26.766421Z
comment:qwua7-39-json-stdout-first-run	str-qwua7.39	shatter	2026-09-25T02:38:26.924111Z
comment:release-reopen-note	str-lj7s	shatter	2026-09-25T02:38:27.065664Z
comment:drift-patrol-reopen-note	str-u394l.1	shatter	2026-09-25T02:38:27.209283Z
comment:go-lint-reopen-note	str-2tyfk	shatter	2026-09-25T02:38:27.347140Z
comment:rustfmt-reopen-note	str-fr1v	shatter	2026-09-25T02:38:27.472170Z
comment:go-lint-qwua7-32-note	str-qwua7.32	shatter	2026-09-25T02:38:27.596660Z
comment:help-flags-reopen-note	str-qwua7.15	shatter	2026-09-25T02:38:27.721814Z
comment:seed-reopen-note	str-0m0vn	shatter	2026-09-25T02:38:27.846214Z
comment:exit-codes-qwua7-12-note	str-qwua7.12	shatter	2026-09-25T02:38:27.974363Z
comment:docs-first-run-reopen-note	str-qwua7.8	shatter	2026-09-25T02:38:28.107835Z
comment:scan-progress-reopen-note	str-7pkp.5	shatter	2026-09-25T02:38:28.241586Z
comment:doctor-rust-runtime-note	str-qwua7.40	shatter	2026-09-25T02:38:28.366181Z
comment:rust-hint-once-note	str-qwua7.13	shatter	2026-09-25T02:38:28.514457Z
comment:qwua7-6-function-length-ratchet	str-qwua7.6	shatter	2026-09-25T02:38:28.650680Z
comment:qwua7-43-bench-dev-dep-cycle	str-qwua7.43	shatter	2026-09-25T02:38:28.776909Z
comment:qwua7-6-2-scan-observe-config-literals	str-qwua7.6.2	shatter	2026-09-25T02:38:28.911251Z
comment:qwua7-52-story-seed-list	str-qwua7.52	shatter	2026-09-25T02:38:29.046047Z
comment:wurp-changelog-row-and-reverse-check	str-wurp	shatter	2026-09-25T02:38:29.173857Z
comment:u394l-3-pending-turns-fail	str-u394l.3	shatter	2026-09-25T02:38:29.295957Z
comment:qwua7-25-refresh-note	str-qwua7.25	shatter	2026-09-25T02:38:29.413862Z
comment:t854z-sort-split-note	str-t854z	shatter	2026-09-25T02:38:29.529577Z
comment:setup-parity-reopen-note	str-0s76.6	shatter	2026-09-25T02:38:29.639538Z
comment:mock-variation-reopen-note	str-3ky9.4	shatter	2026-09-25T02:38:29.755570Z
comment:qwua7-49-rescope	str-qwua7.49	shatter	2026-09-25T02:38:29.876377Z
comment:aureo-float-constant-note	str-aureo	shatter	2026-09-25T02:38:30.007274Z
comment:go-tool-reopen-note	str-fl9g.2	shatter	2026-09-25T02:38:30.130524Z
comment:qwua7-35-four-go-builders	str-qwua7.35	shatter	2026-09-25T02:38:30.258526Z
comment:qwua7-50-panic-boundary	str-qwua7.50	shatter	2026-09-25T02:38:30.377916Z
comment:rust-usize-reopen-note	str-ddxe	shatter	2026-09-25T02:38:30.498197Z
comment:qwua7-21-llm-seed-oracle-docs	str-qwua7.21	shatter	2026-09-25T02:38:30.621842Z
comment:qwua7-36-escaping-repro	str-qwua7.36	shatter	2026-09-25T02:38:30.747024Z
comment:ts-branches-reopen-note	str-wsg	shatter	2026-09-25T02:38:30.874524Z
comment:rf2v-fourth-walker-and-analyze-dataflow	str-rf2v	shatter	2026-09-25T02:38:30.994939Z
comment:mhinv-3-planner-probe-not-supported	str-mhinv.3	shatter	2026-09-25T02:38:31.128928Z
comment:qwua7-31-eslint-evidence	str-qwua7.31	shatter	2026-09-25T02:38:31.257590Z
comment:task-list-json-poisons-checksums	str-qwua7.3	shatter	2026-09-25T02:38:31.390634Z
comment:gauntlet-checker-reopen-note	str-jeen.57	shatter	2026-09-25T02:38:31.527178Z
comment:qwua7-55-verifier-timeout-note	str-qwua7.55	shatter	2026-09-25T02:38:31.651529Z
comment:qwua7-2-scope-note	str-qwua7.2	shatter	2026-09-25T02:38:31.776907Z
comment:validator-reopen-note	str-qwua7.7	shatter	2026-09-25T02:38:31.901670Z
comment:qwua7-37-premise	str-qwua7.37	shatter	2026-09-25T02:38:32.035459Z
comment:qwua7-38-spec-diff-false-negative	str-qwua7.38	shatter	2026-09-25T02:38:32.170354Z
comment:source-bucket-reopen-note	str-9awj	shatter	2026-09-25T02:38:32.300538Z
comment:qwua7-10-allowlist-issue-links-note	str-qwua7.10	shatter	2026-09-25T02:38:32.427470Z
comment:rapid-failfile-reopen-note	str-qwua7.4	shatter	2026-09-25T02:38:32.576063Z
comment:qwua7-28-superseded	str-qwua7.28	shatter	2026-09-25T02:38:32.735941Z
comment:ly5bz-superseded	str-ly5bz	shatter	2026-09-25T02:38:32.889032Z
comment:mpgg1-close	str-mpgg1	shatter	2026-09-25T02:38:33.019460Z
comment:qwua7-17-drift-patrol-hygiene	str-qwua7.17	shatter	2026-09-25T02:38:33.175227Z
comment:qwua7-22-audit-land-before-file-note	str-qwua7.22	shatter	2026-09-25T02:38:33.399058Z
companion:planning-rules-location-and-open-decisions:str-qwua7.44	str-qwua7.44	shatter	2026-09-25T02:38:33.545134Z
companion:go-dead-code-and-property-targets:str-qwua7.48	str-qwua7.48	shatter	2026-09-25T02:38:33.753881Z
slugmap:shatter	str-49drv	shatter	2026-09-25T02:38:33.890575Z
epic:bento	bento-0tyd	bento	2026-09-25T02:38:35.415540Z
git-guard-bypasses-and-false-positives	bento-0tyd.1	bento	2026-09-25T02:38:36.478494Z
git-hook-latency-visibility	bento-0tyd.2	bento	2026-09-25T02:38:37.573984Z
beads-dolt-remote-guidance	bento-0tyd.3	bento	2026-09-25T02:38:38.627456Z
check-unpushed-overcount-and-blocks	bento-0tyd.4	bento	2026-09-25T02:38:39.803571Z
doctor-state-per-worktree	bento-0tyd.5	bento	2026-09-25T02:38:40.980767Z
stale-previews-leak-and-scoping	bento-0tyd.6	bento	2026-09-25T02:38:42.312907Z
close-reason-evidence	bento-0tyd.7	bento	2026-09-25T02:38:43.599781Z
claim-branch-reconciliation	bento-0tyd.8	bento	2026-09-25T02:38:44.809317Z
followups-as-siblings	bento-0tyd.9	bento	2026-09-25T02:38:48.276771Z
per-subagent-scratch-dirs	bento-0tyd.10	bento	2026-09-25T02:38:49.459513Z
cross-check-stop-hook-hijack	bento-0tyd.11	bento	2026-09-25T02:38:50.641209Z
land-py-verifier-log-kept	bento-0tyd.12	bento	2026-09-25T02:38:51.989416Z
land-work-post-push-workflow-health	bento-0tyd.13	bento	2026-09-25T02:38:53.513752Z
land-py-merge-abort-ownership	bento-0tyd.14	bento	2026-09-25T02:38:54.764952Z
land-py-invocation-progress-log	bento-0tyd.15	bento	2026-09-25T02:38:55.963196Z
verifier-contract-migration	bento-0tyd.16	bento	2026-09-25T02:38:57.179366Z
land-work-skill-restructure	bento-0tyd.17	bento	2026-09-25T02:38:58.455163Z
rebase-before-land-configurable	bento-0tyd.18	bento	2026-09-25T02:38:59.548001Z
merge-push-observability	bento-0tyd.19	bento	2026-09-25T02:39:00.766127Z
merge-message-and-stale-branch-nudge	bento-0tyd.20	bento	2026-09-25T02:39:02.031375Z
land-py-branch-flag	bento-0tyd.21	bento	2026-09-25T02:39:03.364516Z
stale-pushed-branch-doctor-nudge	bento-0tyd.22	bento	2026-09-25T02:39:04.718207Z
one-session-per-branch-guidance	bento-0tyd.23	bento	2026-09-25T02:39:05.790890Z
dep:git-guard-bypasses-and-false-positives>l01v-residual-bypasses-note	bento-l01v	bento	2026-09-25T02:39:06.597295Z
dep:git-guard-bypasses-and-false-positives>i76i-switch-update-ref-note	bento-i76i	bento	2026-09-25T02:39:07.483088Z
dep:git-hook-latency-visibility>beads-dolt-remote-guidance	bento-0tyd.3	bento	2026-09-25T02:39:08.307547Z
dep:git-hook-latency-visibility>land-py-invocation-progress-log	bento-0tyd.15	bento	2026-09-25T02:39:09.085353Z
dep:beads-dolt-remote-guidance>49pg-dolt-remote-section-note	bento-49pg	bento	2026-09-25T02:39:09.821210Z
dep:close-reason-evidence>wzbt-manual-close-note	bento-wzbt	bento	2026-09-25T02:39:10.589935Z
dep:followups-as-siblings>close-reason-evidence	bento-0tyd.7	bento	2026-09-25T02:39:11.397529Z
dep:land-work-skill-restructure>land-py-invocation-progress-log	bento-0tyd.15	bento	2026-09-25T02:39:12.187382Z
dep:merge-push-observability>land-py-invocation-progress-log	bento-0tyd.15	bento	2026-09-25T02:39:13.036483Z
comment:git-guard-reopen-note	bento-rdtn.15	bento	2026-09-25T02:39:13.534394Z
comment:doctor-state-reopen-note	bento-rdtn.2	bento	2026-09-25T02:39:14.002971Z
comment:closure-orphan-worktree-dirs	bento-nljv	bento	2026-09-25T02:39:14.468912Z
comment:a0nz-behavioural-probe	bento-a0nz	bento	2026-09-25T02:39:14.942305Z
comment:l01v-residual-bypasses-note	bento-l01v	bento	2026-09-25T02:39:15.422503Z
prio:l01v-residual-bypasses-note	bento-l01v	bento	2026-09-25T02:39:15.938572Z
comment:i76i-switch-update-ref-note	bento-i76i	bento	2026-09-25T02:39:16.502637Z
prio:i76i-switch-update-ref-note	bento-i76i	bento	2026-09-25T02:39:17.074454Z
comment:49pg-dolt-remote-section-note	bento-49pg	bento	2026-09-25T02:39:17.629444Z
comment:wzbt-manual-close-note	bento-wzbt	bento	2026-09-25T02:39:18.109164Z
comment:e583-preview-owner-lock	bento-e583	bento	2026-09-25T02:39:18.598913Z
comment:verifier-log-reopen-note	bento-rdtn.4	bento	2026-09-25T02:39:19.124840Z
comment:landing-deletes-remote-branches	bento-73de	bento	2026-09-25T02:39:19.613898Z
comment:eth-swarm-lead-lands-from-teammate	bento-eth	bento	2026-09-25T02:39:22.334506Z
comment:dyp7-admission-control	bento-dyp7	bento	2026-09-25T02:39:22.850662Z
companion:followups-as-siblings:bento-x4bm	bento-x4bm	bento	2026-09-25T02:39:23.327309Z
companion:land-py-verifier-log-kept:bento-x4bm	bento-x4bm	bento	2026-09-25T02:39:23.800369Z
slugmap:bento	bento-0tyd	bento	2026-09-25T02:39:24.274823Z
epic:shatter-agents	sa-5r9	shatter-agents	2026-09-25T02:39:25.546808Z
withdraw-shatter-diff-skill	sa-5r9.1	shatter-agents	2026-09-25T02:39:26.512495Z
recipes-marked-design-only	sa-5r9.2	shatter-agents	2026-09-25T02:39:27.448366Z
cli-contract-test	sa-5r9.3	shatter-agents	2026-09-25T02:39:28.371231Z
delegate-discovery-to-engine	sa-5r9.4	shatter-agents	2026-09-25T02:39:29.314028Z
wire-shatter-ci-standalone	sa-5r9.5	shatter-agents	2026-09-25T02:39:30.335442Z
advise-taxonomy-payload	sa-5r9.6	shatter-agents	2026-09-25T02:39:31.299986Z
claude-md-imports-agents-md	sa-5r9.7	shatter-agents	2026-09-25T02:39:32.319013Z
close-agents-mirror-issues	sa-5r9.8	shatter-agents	2026-09-25T02:39:33.316529Z
skill-status-metadata	sa-5r9.9	shatter-agents	2026-09-25T02:39:34.259332Z
dep:cli-contract-test>withdraw-shatter-diff-skill	sa-5r9.1	shatter-agents	2026-09-25T02:39:34.892177Z
dep:cli-contract-test>recipes-marked-design-only	sa-5r9.2	shatter-agents	2026-09-25T02:39:35.506883Z
comment:sa-tyb-reopen-note	sa-tyb	shatter-agents	2026-09-25T02:39:35.875231Z
comment:sa-yyt-reopen-note	sa-yyt	shatter-agents	2026-09-25T02:39:36.252725Z
comment:sa-oio-wrapper-convention	sa-oio	shatter-agents	2026-09-25T02:39:36.625392Z
comment:sa-d8j-engine-discovery-note	sa-d8j	shatter-agents	2026-09-25T02:39:37.007305Z
slugmap:shatter-agents	sa-5r9	shatter-agents	2026-09-25T02:39:37.390283Z
epic:bugshot	bgs-f6a	bugshot	2026-09-25T02:39:38.922034Z
close-bugshot-mirror-duplicates	bgs-f6a.1	bugshot	2026-09-25T02:39:39.768904Z
installed-cache-bloat-investigation	bgs-f6a.2	bugshot	2026-09-25T02:39:40.700762Z
agents-md-structure-and-readme	bgs-f6a.3	bugshot	2026-09-25T02:39:41.574629Z
publish-staged-plugin-bundle	bgs-f6a.4	bugshot	2026-09-25T02:39:42.414861Z
dep:publish-staged-plugin-bundle>installed-cache-bloat-investigation	bgs-f6a.2	bugshot	2026-09-25T02:39:43.057395Z
comment:bgs-3tq-raise-to-p2	bgs-3tq	bugshot	2026-09-25T02:39:43.478070Z
comment:bgs-3cz-pointer	bgs-3cz	bugshot	2026-09-25T02:39:43.875597Z
slugmap:bugshot	bgs-f6a	bugshot	2026-09-25T02:39:44.292352Z
epic:dotfiles	#41	dotfiles	2026-09-25T02:39:46.267131Z
global-guidance-actually-loads	#42	dotfiles	2026-09-25T02:39:47.295383Z
background-wait-rule-and-hook	#43	dotfiles	2026-09-25T02:39:48.295737Z
never-recommend-bypass	#44	dotfiles	2026-09-25T02:39:49.491049Z
rtk-head-range-compound	#45	dotfiles	2026-09-25T02:39:50.617609Z
memory-lifecycle-rule	#46	dotfiles	2026-09-25T02:39:51.701694Z
validators-fail-on-empty-extraction	#47	dotfiles	2026-09-25T02:39:53.114112Z
hooks-dotfiles-env-unset	#48	dotfiles	2026-09-25T02:39:54.046704Z
falsification-probe-first	#49	dotfiles	2026-09-25T02:39:55.109380Z
blocked-escalation	#50	dotfiles	2026-09-25T02:39:56.562263Z
tool-precedence-vs-harness-mode	#51	dotfiles	2026-09-25T02:39:57.598492Z
first-party-plugin-staleness-check	#52	dotfiles	2026-09-25T02:39:58.658788Z
codex-render-composes-core-rules	#53	dotfiles	2026-09-25T02:39:59.776864Z
dep:codex-render-composes-core-rules>global-guidance-actually-loads	#42	dotfiles	2026-09-25T02:40:00.674524Z
slugmap:dotfiles	#41	dotfiles	2026-09-25T02:40:01.480803Z
epic:storystore	ss-drt	storystore	2026-09-25T18:18:26.181527Z
tracker-migration-and-agents-md	ss-drt.1	storystore	2026-09-25T18:18:35.434687Z
clap-cobra-extractors	ss-drt.2	storystore	2026-09-25T18:18:38.188120Z
automatic-version-bump	ss-drt.3	storystore	2026-09-25T18:18:42.381229Z
tracker-migration-verification	ss-drt.4	storystore	2026-09-25T18:18:45.146467Z
clap-builder-extractor	ss-drt.5	storystore	2026-09-25T18:18:47.162646Z
go-cobra-extractor	ss-drt.6	storystore	2026-09-25T18:18:49.646293Z
coverage-unextracted-language-finding	ss-drt.7	storystore	2026-09-25T18:18:51.842336Z
dep:clap-builder-extractor>clap-cobra-extractors	ss-drt.2	storystore	2026-09-25T18:18:52.967131Z
dep:go-cobra-extractor>clap-cobra-extractors	ss-drt.2	storystore	2026-09-25T18:18:54.422603Z
dep:coverage-unextracted-language-finding>clap-cobra-extractors	ss-drt.2	storystore	2026-09-25T18:18:56.176219Z
comment:ss-yoa-reopen-note	ss-yoa	storystore	2026-09-25T18:18:57.066304Z
slugmap:storystore	ss-drt	storystore	2026-09-25T18:18:58.182513Z
